
Amit,2101650100018,Computer Science,1,12:03:03,26/09/24,Present
Amit,2101650100018,Computer Science,1,12:03:04,26/09/24,Present
Amit,2101650100018,Computer Science,1,12:03:04,26/09/24,Present
Amit,2101650100018,Computer Science,1,12:03:04,26/09/24,Present

Unknown,Unknown,Unknown,Unknown,02:42:33,10/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:09,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:10,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:11,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:12,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
Unknown,Unknow,Unknown,Unknown,18:39:13,17/10/24,Present
